age,income,expenses,savings,debt,risk_tolerance,savings_rate,expense_ratio,debt_ratio,financial_segment,risk_encoded,cluster
48,52890,51751,18156,48174,Medium,0.3432785025524674,0.9784647381357534,0.9108338060124788,Medium Saver,1,0
55,107236,20110,28064,35699,Medium,0.2617031593867731,0.1875303069864597,0.3329012645007274,Medium Saver,1,1
42,66509,69341,30711,46335,Medium,0.4617570554361064,1.0425807033634549,0.6966726307717752,High Saver,1,0
51,72534,27087,35106,46806,Medium,0.4839937132930763,0.3734386632475804,0.6452973777814542,High Saver,1,0
54,132302,38762,70458,12317,Low,0.5325543075690465,0.2929812096566945,0.093097610013454,High Saver,0,1
49,122241,24596,21589,35739,Medium,0.1766101389877373,0.2012090869675477,0.2923650820919331,Low Saver,1,1
54,48787,33313,12214,34785,High,0.250353577797364,0.682825342816734,0.7129973148584664,Medium Saver,2,0
26,78845,81549,32127,31980,Medium,0.4074703532246813,1.0342951360263808,0.4056059356966199,High Saver,1,0
40,87932,38705,10141,23799,High,0.1153277532638857,0.4401696765682573,0.2706523222490106,Low Saver,2,0
25,122124,82364,33884,35183,Medium,0.2774557007631587,0.6744292686122302,0.2880924306442632,Medium Saver,1,0
56,121659,88445,7708,29166,High,0.0633574170427177,0.726991015872233,0.2397356545754938,Low Saver,2,0
38,63062,17023,23375,19480,Medium,0.3706669626716564,0.2699406932859725,0.3089023500681868,Medium Saver,1,1
49,105713,74796,20088,1609,Medium,0.1900239327235061,0.7075383349256951,0.0152204553839168,Low Saver,1,0
51,117263,79429,62615,717,Low,0.5339706471777116,0.6773577343236997,0.0061144606568141,High Saver,0,2
50,125756,76627,50046,19945,Low,0.3979611310792328,0.6093307675180508,0.1586007824676357,Medium Saver,0,2
27,90461,48848,15014,25592,Medium,0.1659720763644001,0.5399896087816849,0.2829064458717016,Low Saver,1,0
56,105418,52804,69425,28141,Low,0.6585687453755525,0.500901174372498,0.2669468212259765,High Saver,0,2
58,96672,30379,8273,30009,High,0.0855780370738166,0.3142481794107911,0.3104208043694141,Low Saver,2,0
45,64832,74664,52135,45430,Low,0.8041553553800592,1.151653504442251,0.7007342053307009,High Saver,0,2
50,61966,42766,35881,6782,Medium,0.5790433463512249,0.6901526643643289,0.1094471161604751,High Saver,1,1
52,102545,83099,13712,26536,High,0.133716904773514,0.8103661807011556,0.2587741966941342,Low Saver,2,0
56,42987,51060,79704,33816,Low,1.854141949891828,1.187800963081862,0.7866564310140275,,0,2
54,67311,84122,57874,25933,Low,0.8598000326841081,1.249751155086093,0.3852713523792545,High Saver,0,2
42,61575,31087,74087,11618,Low,1.2031993503857086,0.5048639870077142,0.1886804709703613,,0,2
53,93852,63868,17297,8307,Medium,0.1843008140476495,0.6805182627967438,0.0885116992711929,Low Saver,1,0
44,31007,38225,32128,26671,Medium,1.0361531267133228,1.2327861450640178,0.8601606088947656,,1,0
54,100981,21643,73368,40673,Low,0.7265525197809489,0.2143274477376932,0.4027787405551539,High Saver,0,1
24,106242,51727,37920,42761,Medium,0.3569209916981984,0.4868790120667909,0.4024867754748593,Medium Saver,1,0
39,77517,26005,16156,10338,Medium,0.2084187984571126,0.3354747990763316,0.1333642942838345,Medium Saver,1,1
46,140022,80697,16108,38346,Medium,0.1150390652897401,0.5763165788233278,0.2738569653340189,Low Saver,1,0
52,59257,31029,36845,46602,Medium,0.6217830804799434,0.5236343385591575,0.7864387329766948,High Saver,1,0
24,117272,29226,7800,6548,High,0.0665120403847465,0.2492154990108465,0.0558360051845282,Low Saver,2,1
45,72207,78646,47712,40149,Low,0.6607669616519174,1.0891741797886632,0.5560264240309112,High Saver,0,2
53,43281,75603,7610,21164,High,0.1758277304128832,1.7467942053094891,0.4889905501259213,Low Saver,2,0
43,91246,43731,38872,27526,Medium,0.4260131950989632,0.4792648444863336,0.3016680183240909,High Saver,1,1
44,31435,83926,15728,31222,Medium,0.5003340225862891,2.6698266263718784,0.9932241132495626,High Saver,1,0
23,128875,20997,25583,20176,Medium,0.1985101842870999,0.162925315227934,0.1565548011639185,Low Saver,1,1
48,130686,70506,12263,2941,High,0.0938356059562615,0.5395069096919334,0.0225043233399139,Low Saver,2,0
23,121357,64815,72450,5695,Low,0.5969989370205262,0.534085384444243,0.0469276597147259,High Saver,0,2
47,56660,57092,24456,39169,Medium,0.431627250264737,1.0076244264031062,0.6912989763501588,High Saver,1,0
38,35084,77539,70942,47947,Low,2.022061338501881,2.210095770151636,1.3666343632425038,,0,2
54,112197,81077,18689,47224,Medium,0.1665730812766829,0.7226307298769129,0.4209025196752141,Low Saver,1,0
30,43507,36817,37934,45865,Medium,0.8719056703518974,0.8462316408853747,1.0541981750063207,High Saver,1,0
50,102595,52861,38276,25553,Medium,0.3730786100687168,0.5152395340903553,0.2490667186510063,Medium Saver,1,1
47,113807,28428,24873,38965,Medium,0.2185542189847724,0.2497913133638528,0.3423778853673324,Medium Saver,1,1
56,75539,58934,18050,38218,Medium,0.2389494168575173,0.7801797746859238,0.5059373303856286,Medium Saver,1,0
46,145953,25258,71216,25359,Low,0.4879378978164203,0.1730557097147712,0.173747713304968,High Saver,0,1
45,37491,72775,26644,24816,Medium,0.7106772292016751,1.9411325384759008,0.6619188605265264,High Saver,1,0
34,142831,20469,67021,8378,Low,0.4692328696151395,0.1433092255882826,0.0586567341823553,High Saver,0,1
28,80192,43854,42125,1881,Low,0.5253017757382282,0.5468625299281724,0.0234562051077414,High Saver,0,1
57,110395,21256,71899,39567,Low,0.6512885547352688,0.1925449522170388,0.3584129716019747,High Saver,0,1
41,93888,48937,47291,47365,Low,0.5036958929788684,0.5212274199045671,0.504484066121336,High Saver,0,2
22,103609,16651,40060,13675,Low,0.3866459477458522,0.1607099769325058,0.1319866034803926,Medium Saver,0,1
29,39077,65288,6538,4586,High,0.1673106942702868,1.6707526166287074,0.1173580366967781,Low Saver,2,0
37,147440,40051,41176,25006,Low,0.27927292457949,0.271642702116115,0.1696011937059142,Medium Saver,0,1
35,50953,42386,46520,41198,Low,0.9129982532922496,0.831864659588248,0.8085490550114812,High Saver,0,2
33,106919,31184,30675,22831,Medium,0.2868994285393615,0.2916600417138207,0.2135354801298179,Medium Saver,1,1
44,144682,48787,23287,35113,Medium,0.1609529865498127,0.3372015869285744,0.2426908668666454,Low Saver,1,1
36,97889,36621,5174,16459,High,0.0528557856347495,0.3741074073695716,0.1681394232242642,Low Saver,2,0
49,53821,74792,39998,32443,Medium,0.7431671652329016,1.3896434477248658,0.6027944482636889,High Saver,1,0
55,67567,60253,58312,42316,Low,0.863024849408735,0.891751890715882,0.6262820607693105,High Saver,0,2
23,145374,49051,17112,30595,Medium,0.1177101820132898,0.3374124671536863,0.2104571656554817,Low Saver,1,1
53,54860,64811,49814,5877,Low,0.908020415603354,1.181388990156763,0.1071272329566168,High Saver,0,2
44,51195,45447,55719,39553,Low,1.0883680046879578,0.8877234104893056,0.7725949799785136,,0,2
43,107475,45254,38919,48601,Medium,0.3621214235868806,0.4210653640381484,0.45220749011398,Medium Saver,1,0
46,120874,72418,78155,4922,Low,0.646582391581316,0.599119744527359,0.0407200886873934,High Saver,0,2
43,117266,29472,76569,4686,Low,0.6529514096157454,0.2513260450599491,0.0399604318387256,High Saver,0,1
43,51427,18471,46328,32766,Low,0.90084974818675,0.3591693079510762,0.6371361347152275,High Saver,0,1
27,130732,23329,75482,14407,Low,0.5773796775081846,0.1784490407857296,0.1102025517853318,High Saver,0,1
36,57083,49865,29618,32006,Medium,0.5188585042832367,0.8735525462922411,0.5606923252106581,High Saver,1,0
58,117046,61850,39675,31422,Medium,0.3389692941236779,0.5284247219042086,0.2684585547562497,Medium Saver,1,0
54,87372,69220,23919,12205,Medium,0.2737604724625738,0.7922446550382274,0.139690060889072,Medium Saver,1,0
29,74064,21397,9173,21054,High,0.1238523439187729,0.288898790235472,0.2842676604018146,Low Saver,2,1
26,37813,50525,31400,23527,Medium,0.8304022426149736,1.336180678602597,0.6221934255414805,High Saver,1,0
25,61598,68072,55445,45947,Low,0.9001103931945842,1.105100814961525,0.7459170752297153,High Saver,0,2
27,142718,38284,75305,18443,Low,0.5276489300578764,0.268249274793649,0.1292268669684272,High Saver,0,1
53,123106,76330,42564,16524,Low,0.3457508163696327,0.6200347667863467,0.1342257891573116,Medium Saver,0,2
51,57082,40122,50814,28202,Low,0.8901930556042185,0.7028835710031183,0.4940611751515364,High Saver,0,2
56,59241,85553,32962,16,Medium,0.5564051923498928,1.444151854290103,0.0002700832193919,High Saver,1,0
37,126214,77812,75533,46142,Low,0.5984518357709921,0.616508469741867,0.3655854342624431,High Saver,0,2
34,74569,22999,61184,16848,Low,0.8205018171089863,0.3084257533291314,0.225938392629645,High Saver,0,1
51,41745,37436,15578,20855,Medium,0.3731704395736016,0.8967780572523656,0.4995807881183375,Medium Saver,1,0
40,56029,57963,23624,18211,Medium,0.4216387941958628,1.0345178389762444,0.3250281104428064,High Saver,1,0
38,43025,17096,44194,25095,Low,1.0271702498547357,0.397350377687391,0.5832655432887855,,0,1
40,131660,40279,5389,38724,High,0.0409311863891842,0.3059319459213124,0.2941212213276621,Low Saver,2,0
49,44288,41201,72391,49241,Low,1.6345511199421965,0.9302971459537572,1.1118361632947975,,0,2
47,119186,34715,18794,37583,Medium,0.1576863054385582,0.2912674307385096,0.315330659641233,Low Saver,1,1
58,36540,44309,63002,2843,Low,1.724192665571976,1.212616310892173,0.0778051450465243,,0,2
47,127768,30078,40531,29301,Low,0.3172234049214201,0.2354110575417945,0.2293297226222528,Medium Saver,0,1
44,111958,71614,57815,26460,Low,0.5163990067703961,0.6396505832544347,0.2363386269851194,High Saver,0,2
30,98878,20105,9986,31918,High,0.1009931430651914,0.203331378061854,0.3228018366067274,Low Saver,2,1
33,71846,17839,37298,28747,Medium,0.5191381566127551,0.2482949642290454,0.4001197004704507,High Saver,1,1
22,131148,83920,6481,15972,High,0.0494174520389178,0.6398877603928387,0.1217860737487418,Low Saver,2,0
22,105932,58619,61408,28310,Low,0.5796926330098554,0.5533644224596911,0.2672469131140731,High Saver,0,2
55,47482,57821,74267,22927,Low,1.5641085042753042,1.217745672044143,0.4828566614717156,,0,2
53,53411,28493,21835,1094,Medium,0.408810919099062,0.5334668888431222,0.0204826721087416,High Saver,1,1
46,80975,32069,32798,38892,Medium,0.4050385921580735,0.3960358135226922,0.4802963877740043,High Saver,1,0
22,90545,22531,69887,34172,Low,0.7718482522502623,0.2488375945662377,0.3774035010215915,High Saver,0,1
37,142302,52051,24477,23324,Medium,0.172007420837374,0.3657784149203806,0.1639049345757614,Low Saver,1,1
26,108797,22736,22266,20674,Medium,0.2046563783927865,0.2089763504508396,0.1900236219748706,Medium Saver,1,1
43,82307,22710,48526,3982,Low,0.5895731833258411,0.2759182086578298,0.0483798461856221,High Saver,0,1
50,33093,82155,16889,45283,Medium,0.5103496207657209,2.4825491795848063,1.3683558456471157,High Saver,1,0
24,107258,28975,29335,15790,Medium,0.2734994126312256,0.270143019634899,0.1472151261444367,Medium Saver,1,1
33,52042,77424,16254,12205,Medium,0.3123246608508512,1.487721455747281,0.2345221167518542,Medium Saver,1,0
47,82930,60603,16442,24338,Medium,0.1982635958036898,0.7307729410346075,0.2934764259013626,Low Saver,1,0
37,147584,38252,51289,12748,Low,0.3475241218560277,0.2591879878577623,0.0863779271465741,Medium Saver,0,1
58,74413,16431,58747,21097,Low,0.7894722696303065,0.2208081921169688,0.2835122895193044,High Saver,0,1
43,143387,89603,42327,3092,Low,0.2951941249904106,0.6249032339054447,0.0215640190533311,Medium Saver,0,2
50,123623,52481,21199,22692,Medium,0.1714810350824684,0.4245245625813966,0.1835580757626008,Low Saver,1,0
35,127883,24557,77827,23862,Low,0.608579717397934,0.1920270872594481,0.1865924321450075,High Saver,0,1
49,63756,89971,5112,24860,High,0.080180688876341,1.4111769872639437,0.3899240855762595,Low Saver,2,0
26,83268,15162,24581,13971,Medium,0.2952034394965653,0.1820867560167171,0.1677835422971609,Medium Saver,1,1
51,69214,49742,64722,14616,Low,0.9350998352934378,0.7186696333111798,0.2111711503453058,High Saver,0,2
26,111871,34675,21523,4933,Medium,0.1923912363347069,0.3099552162758892,0.0440954313450313,Low Saver,1,1
33,58602,88997,71960,4926,Low,1.2279444387563565,1.5186683048360123,0.0840585645541107,,0,2
37,83331,32015,24552,25763,Medium,0.2946322497029917,0.3841907573412055,0.3091646566103851,Medium Saver,1,1
47,78901,65057,15808,3969,Medium,0.2003523402745212,0.8245396129326624,0.0503035449487332,Medium Saver,1,0
47,129986,47591,77525,35733,Low,0.5964103826565937,0.3661240441278292,0.2748988352591817,High Saver,0,2
42,93416,24833,28620,4319,Medium,0.3063714995289886,0.2658324055836259,0.0462340498415689,Medium Saver,1,1
57,62196,22896,5887,41743,High,0.0946523892211717,0.3681265676249276,0.6711524856903981,Low Saver,2,0
54,35626,47972,36802,39876,Medium,1.033009599730534,1.3465446583955538,1.1192948969853478,,1,0
51,37424,64733,31049,41909,Medium,0.8296547669944421,1.7297188969645148,1.119842881573322,High Saver,1,0
58,42857,56800,12846,20323,High,0.2997409991366638,1.325337751125837,0.47420491401638,Medium Saver,2,0
44,140459,20347,51220,16428,Low,0.364661573840053,0.144860777878242,0.1169593974042247,Medium Saver,0,1
31,145621,74063,51163,34578,Low,0.3513435562178532,0.5086010946223416,0.2374520158493623,Medium Saver,0,2
26,49982,17643,8765,20950,High,0.1753631307270617,0.352987075347125,0.4191508943219559,Low Saver,2,0
57,106961,55785,50270,43041,Low,0.4699843868325838,0.5215452361140976,0.4023990052449023,High Saver,0,2
55,31980,33681,27931,41789,Medium,0.8733896185115697,1.053189493433396,1.306722951844903,High Saver,1,0
52,78290,65026,60633,18293,Low,0.7744667262741091,0.8305786179588709,0.2336569165921573,High Saver,0,2
31,56431,30892,56913,6364,Low,1.008541404547146,0.5474296042955114,0.1127748932324431,,0,1
40,114976,62299,30991,35349,Medium,0.2695432090175341,0.5418435151683829,0.3074467715001391,Medium Saver,1,0
53,137288,32073,59845,691,Low,0.4359084552182273,0.2336183788823495,0.0050332148476196,High Saver,0,1
22,112711,45682,60312,30062,Low,0.5351030511662571,0.405302055699976,0.2667175342246985,High Saver,0,2
26,144187,29289,15561,931,Medium,0.107922350836067,0.2031320438042264,0.0064568927850638,Low Saver,1,1
25,56385,22927,21901,45896,Medium,0.3884189057373415,0.4066152345481954,0.8139753480535603,Medium Saver,1,0
37,68158,63330,67875,31730,Low,0.9958478828604126,0.9291645881627982,0.4655359605622231,High Saver,0,2
45,53019,81707,30917,14226,Medium,0.5831305758313058,1.5410890435504254,0.2683189045436541,High Saver,1,0
37,48639,80428,67120,13861,Low,1.3799625814675467,1.6535701803079832,0.284977076008964,,0,2
23,115530,65601,6988,31301,High,0.0604864537349606,0.5678265385614126,0.2709339565480827,Low Saver,2,0
49,129911,17539,19256,48243,Medium,0.1482245537329402,0.1350078130412359,0.3713542348223014,Low Saver,1,1
53,51563,37669,33230,22766,Medium,0.6444543568062371,0.7305432189748463,0.4415181428543723,High Saver,1,0
48,69341,85968,64778,36174,Low,0.9341947765391329,1.239785985203559,0.5216826985477567,High Saver,0,2
41,145672,35644,50833,41107,Low,0.3489551869954418,0.2446866933933769,0.2821887528145422,Medium Saver,0,1
45,35776,33745,27625,17695,Medium,0.7721656976744186,0.943230098389982,0.4946053220035778,High Saver,1,0
33,66444,43228,37088,41347,Medium,0.5581843356811751,0.6505929805550539,0.6222834266449943,High Saver,1,0
56,98916,49521,46167,3121,Low,0.4667293461118524,0.5006369040397913,0.0315520239395042,High Saver,0,1
54,38711,41928,76291,18257,Low,1.970783498230477,1.083102993981039,0.4716230528790266,,0,2
54,104318,33322,70303,28164,Low,0.6739297149101785,0.3194271362564466,0.2699821699035641,High Saver,0,1
58,112970,72714,9117,25491,High,0.0807028414623351,0.6436576082145702,0.2256439762768876,Low Saver,2,0
33,142301,77292,65710,23165,Low,0.4617676615062438,0.5431585161031898,0.1627887365513945,High Saver,0,2
24,115553,44055,72054,48714,Low,0.623558020994695,0.3812536238782203,0.4215727847827404,High Saver,0,2
22,60707,57891,35949,3748,Medium,0.5921722371390449,0.9536132571202662,0.0617391734066911,High Saver,1,0
54,69110,21588,27547,33045,Medium,0.3985964404572421,0.3123715815366806,0.4781507741282014,Medium Saver,1,1
31,91788,21304,73136,26553,Low,0.79679260905565,0.2321000566522857,0.2892861812001568,High Saver,0,1
50,112879,22345,69619,44331,Low,0.616757767166612,0.1979553327013882,0.3927302686947971,High Saver,0,1
34,68827,44300,66842,30497,Low,0.9711595740043878,0.6436427564763828,0.4430964592383803,High Saver,0,2
33,137188,39259,31990,31308,Medium,0.2331836603784587,0.2861693442575152,0.2282123800915532,Medium Saver,1,1
52,35655,30352,21193,39560,Medium,0.5943906885429814,0.8512691067171505,1.1095218061982892,High Saver,1,0
23,74859,48365,35109,46686,Medium,0.4690017232396906,0.646081299509745,0.6236524666372781,High Saver,1,0
56,83625,34446,24233,10374,Medium,0.2897817638266068,0.4119103139013453,0.1240538116591928,Medium Saver,1,1
44,82098,17336,39510,4675,Medium,0.4812541109405832,0.2111622694828132,0.0569441399303271,High Saver,1,1
38,45251,77032,6306,1170,High,0.1393560363306888,1.7023270203973393,0.0258557821926587,Low Saver,2,0
47,30526,22521,8849,41449,High,0.2898840332831029,0.7377645285985717,1.3578261154425737,Medium Saver,2,0
29,98760,86707,17360,43485,Medium,0.1757796678817335,0.8779566626164439,0.4403098420413123,Low Saver,1,0
50,77837,38481,50800,12450,Low,0.6526459138969899,0.4943792797769698,0.1599496383468016,High Saver,0,1
47,41536,33474,41963,10680,Low,1.0102802388289676,0.805903312788906,0.2571263482280431,,0,1
31,58541,61760,59330,10068,Low,1.013477733554261,1.054987103055978,0.1719820296885943,,0,2
47,109083,70718,56707,35230,Low,0.5198518559262213,0.6482953347451024,0.3229650816350852,High Saver,0,2
55,81027,59629,23689,46418,Medium,0.2923593370111197,0.7359151887642391,0.572870771471238,Medium Saver,1,0
28,64531,60232,34084,26206,Medium,0.528180254451349,0.9333808557127582,0.4060993940896623,High Saver,1,0
25,38712,82169,45387,287,Low,1.172427154370738,2.122571812357925,0.007413721843356,,0,2
32,134101,65669,79816,22337,Low,0.5951931752932491,0.4896980633999746,0.166568481965086,High Saver,0,2
50,95455,84184,7642,20666,High,0.0800586663873029,0.8819234194122885,0.2164999214289455,Low Saver,2,0
57,104744,62945,47137,1161,Low,0.4500210035897044,0.6009413427022073,0.0110841671121973,High Saver,0,1
46,35109,28140,60561,49281,Low,1.724942322481415,0.8015038878919936,1.403657181919166,,0,2
42,79268,29357,67260,35131,Low,0.8485139022051774,0.370351213604481,0.4431927133269415,High Saver,0,2
57,130737,83673,20438,24535,Medium,0.1563291187651544,0.6400100966061635,0.1876668425923801,Low Saver,1,0
31,84615,80633,53442,32528,Low,0.6315901435915617,0.9529397860899368,0.3844235655616616,High Saver,0,2
58,112503,27924,7994,38751,High,0.0710558829542323,0.2482067144876136,0.3444441481560492,Low Saver,2,0
30,59759,84286,6813,16527,High,0.1140079318596362,1.410431901470908,0.2765608527585803,Low Saver,2,0
45,115708,89071,60276,40975,Low,0.520932001244512,0.7697911985342414,0.354124174646524,High Saver,0,2
56,90112,72326,46243,23853,Low,0.5131724964488636,0.8026234019886364,0.2647039240056818,High Saver,0,2
56,132471,45651,67912,14758,Low,0.5126556000936054,0.3446112734107842,0.1114055151693578,High Saver,0,1
57,56589,85202,65272,244,Low,1.1534397144321336,1.5056283023202388,0.0043117920443902,,0,2
39,60015,63777,47051,3178,Low,0.7839873364992085,1.0626843289177703,0.0529534283095892,High Saver,0,2
53,59009,31994,70618,31831,Low,1.196732701791252,0.542188479723432,0.5394261892253724,,0,2
45,113309,82263,6920,2176,High,0.0610719360333248,0.726005877732572,0.0192041232382246,Low Saver,2,0
44,92046,74634,7093,37770,High,0.0770592964387371,0.8108337135779936,0.4103383091063164,Low Saver,2,0
53,136661,25800,17905,33654,Medium,0.1310176275601671,0.1887883156130864,0.2462589912264655,Low Saver,1,1
58,56143,52823,29351,26627,Medium,0.5227900183460092,0.9408652904191084,0.4742710578344584,High Saver,1,0
33,36154,78878,35981,46489,Medium,0.9952149139790896,2.181722630967528,1.2858604857000608,High Saver,1,0
34,51804,33708,78903,44910,Low,1.5231063238359972,0.6506833449154505,0.8669214732453092,,0,2
44,71688,27819,75821,24881,Low,1.057652605735967,0.3880565785068631,0.3470734293047651,,0,2
46,94288,89905,24874,35422,Medium,0.263808756151366,0.953514763278466,0.3756787714237231,Medium Saver,1,0
56,81195,78870,55931,11984,Low,0.6888478354578483,0.9713652318492518,0.1475952952768027,High Saver,0,2
51,50581,24283,12674,23776,High,0.2505683952472272,0.4800814535102113,0.4700579268895435,Medium Saver,2,0
38,82648,45573,55516,17755,Low,0.6717161939792856,0.5514108024392604,0.2148267350692091,High Saver,0,2
41,60087,45933,65686,7135,Low,1.093181553414216,0.7644415597383794,0.1187444871602842,,0,2
46,79930,20774,74212,320,Low,0.9284624046040284,0.2599024146127862,0.004003503065182,High Saver,0,1
43,62981,87055,7426,37422,High,0.1179085756021657,1.3822422635397975,0.5941791969006526,Low Saver,2,0
34,99298,25983,73498,28635,Low,0.7401760357711132,0.26166690164958,0.2883743882052005,High Saver,0,1
40,76167,33133,34943,21684,Medium,0.4587682329617814,0.4350046608111124,0.2846902201740911,High Saver,1,1
57,105304,29939,71395,23238,Low,0.6779894400972423,0.2843101876471929,0.2206753779533541,High Saver,0,1
33,73408,15781,49816,21889,Low,0.6786181342632955,0.2149765693112467,0.2981827593722755,High Saver,0,1
40,69499,71700,9138,30313,High,0.1314839062432553,1.0316695204247543,0.4361645491302033,Low Saver,2,0
33,82269,42624,9017,32535,High,0.1096038605063875,0.5181052401269007,0.395470955037742,Low Saver,2,0
30,68559,21823,15451,48899,Medium,0.2253679312708761,0.318309776980411,0.7132396913607258,Medium Saver,1,0
28,144126,33489,67956,10770,Low,0.4715041005786603,0.2323591857125015,0.0747262811706423,High Saver,0,1
49,104319,54961,15278,39321,Medium,0.1464546247567557,0.5268551270621843,0.3769303770166508,Low Saver,1,0
35,141925,44118,48764,20426,Low,0.3435899242557689,0.3108543244671481,0.1439210850801479,Medium Saver,0,1
52,125317,37263,6134,44327,High,0.048947868206229,0.2973499206013549,0.3537189686953885,Low Saver,2,0
40,126347,28565,67943,41777,Low,0.537749214464926,0.2260837218137351,0.3306528845164507,High Saver,0,1
37,78787,35354,59318,46250,Low,0.7528907053194055,0.4487288512064173,0.587025778364451,High Saver,0,2
26,65488,57951,65128,7498,Low,0.994502809675055,0.8849102125580259,0.114494258490105,High Saver,0,2
56,104441,38648,26869,39404,Medium,0.2572648672456219,0.3700462462059919,0.3772847827960284,Medium Saver,1,0
33,104663,65729,10039,40130,High,0.0959173729015984,0.6280060766459972,0.3834210752605983,Low Saver,2,0
46,52431,56971,26281,16395,Medium,0.5012492609334173,1.086589994468921,0.3126966870744407,High Saver,1,0
42,91681,33658,15442,49346,Medium,0.1684318452023865,0.3671207774784306,0.5382358394869166,Low Saver,1,0
57,93483,36253,78788,2537,Low,0.8428056438068954,0.3878031299808521,0.0271386241348694,High Saver,0,1
44,79153,79166,32586,19226,Medium,0.41168370118631,1.0001642388791327,0.2428966684775056,High Saver,1,0
37,36368,63563,58053,15216,Low,1.5962659480862296,1.7477727672679275,0.418389793224813,,0,2
35,57424,41390,55489,18613,Low,0.9663032878239064,0.7207787684591809,0.324132766787406,High Saver,0,2
52,142360,66578,72087,3009,Low,0.5063711716774375,0.4676735037932003,0.0211365552121382,High Saver,0,2
26,75004,47658,17625,24368,Medium,0.2349874673350754,0.635406111674044,0.3248893392352407,Medium Saver,1,0
56,113869,21852,39397,29327,Medium,0.3459852988960999,0.191904732631357,0.2575503429379374,Medium Saver,1,1
44,118652,17551,63671,14209,Low,0.5366196945689917,0.1479199676364494,0.1197535650473654,High Saver,0,1
50,142755,86947,71897,48443,Low,0.5036391019578998,0.6090644811039894,0.3393436306959476,High Saver,0,2
32,86985,76001,31149,15029,Medium,0.3580962234868081,0.8737253549462551,0.172776915560154,Medium Saver,1,0
39,80069,64159,65030,2077,Low,0.8121744994941863,0.8012963818706366,0.0259401266407723,High Saver,0,2
33,82326,66707,74906,13907,Low,0.9098705147826932,0.8102786483006583,0.1689259772125452,High Saver,0,2
30,138737,48243,10283,36635,High,0.0741186561623791,0.347729877393918,0.2640607768655802,Low Saver,2,0
31,111061,36800,12610,48920,High,0.113541207084395,0.3313494385968071,0.4404786558737991,Low Saver,2,0
38,53398,72828,48326,4873,Low,0.9050151691074572,1.3638713060414247,0.0912580995542904,High Saver,0,2
59,128393,22239,19924,8635,Medium,0.1551797995217808,0.1732103775127927,0.0672544453358049,Low Saver,1,1
28,80861,21710,5869,33065,High,0.0725813432928111,0.2684854256069057,0.4089115890231384,Low Saver,2,0
34,105897,36384,6014,45863,High,0.0567910327960187,0.343579138219213,0.4330906446830411,Low Saver,2,0
30,111905,36038,15103,41804,Medium,0.1349626915687413,0.3220410169340065,0.3735668647513516,Low Saver,1,0
48,98577,55846,38458,33783,Medium,0.3901315722734512,0.5665216024021831,0.3427067165768891,Medium Saver,1,0
23,95641,82821,28248,34152,Medium,0.2953545027760061,0.865957068621198,0.3570853504250269,Medium Saver,1,0
26,39078,52991,48516,41513,Low,1.2415169660678642,1.3560315266902094,1.0623112748861252,,0,2
50,55003,21971,34061,29092,Medium,0.6192571314291948,0.3994509390396887,0.5289166045488428,High Saver,1,1
58,92768,44139,29170,17653,Medium,0.3144403242497413,0.47579984477406,0.1902919110037944,Medium Saver,1,1
59,81047,52711,13024,32463,High,0.160696879588387,0.6503757079225635,0.4005453625673991,Low Saver,2,0
40,101626,21530,48803,34028,Low,0.4802215968354555,0.2118552338968374,0.3348355735736917,High Saver,0,1
29,87660,26116,24296,40469,Medium,0.277161761350673,0.2979237964864248,0.4616586812685375,Medium Saver,1,1
22,134386,80794,23257,20947,Medium,0.1730611819683598,0.6012084592145015,0.1558718914172607,Low Saver,1,0
43,79786,15282,17855,29978,Medium,0.2237861278921113,0.1915373624445391,0.3757300779585391,Medium Saver,1,1
38,31925,16898,25025,22056,Medium,0.7838684416601409,0.5293030540328896,0.6908692247454973,High Saver,1,1
28,113976,19135,9458,29007,High,0.0829823822559135,0.1678862216607005,0.254500947567909,Low Saver,2,1
46,135221,21629,68610,43169,Low,0.5073916033752154,0.1599529658854763,0.3192477499796629,High Saver,0,1
25,147832,80031,75843,48287,Low,0.5130350668326208,0.5413645218897126,0.3266342875696736,High Saver,0,2
57,56015,48380,54831,44632,Low,0.9788628046059092,0.8636972239578684,0.796786575024547,High Saver,0,2
27,63320,32071,48427,48449,Low,0.7647978521794062,0.5064908401768794,0.7651452937460518,High Saver,0,2
52,94881,35074,43506,5543,Low,0.4585322667341195,0.3696630516120193,0.0584205478441416,High Saver,0,1
40,120827,82843,10668,21067,High,0.0882915242454087,0.6856331780148477,0.1743567249042018,Low Saver,2,0
48,132215,54901,52195,45256,Low,0.3947736641077033,0.4152403282532239,0.342290965472904,Medium Saver,0,2
31,56289,26205,78233,25097,Low,1.3898452628399864,0.4655438895698982,0.4458597594556663,,0,2
47,33389,70661,29417,42847,Medium,0.881038665428734,2.116295786037317,1.2832669442031808,High Saver,1,0
40,55683,20906,15751,43512,Medium,0.2828690982885261,0.3754467252123628,0.7814234146867087,Medium Saver,1,0
24,43629,17591,51218,3809,Low,1.1739439363725963,0.4031951225102569,0.0873043159366476,,0,1
34,91550,77987,12352,22191,High,0.1349208083014746,0.8518514472965593,0.2423921354451119,Low Saver,2,0
49,54826,78370,33927,21267,Medium,0.6188122423667602,1.4294312917229053,0.3878999015065845,High Saver,1,0
41,130734,69400,46094,7206,Low,0.3525785182125537,0.5308488992916915,0.0551195557391344,Medium Saver,0,1
